"filename", "language", "Ignore", "JSON", "pip requirements", "Markdown", "Docker", "Python", "XML", "YAML", "Shell Script", "MS SQL", "HTML", "TypeScript", "PostCSS", "TypeScript JSX", "JSON with Comments", "Ini", "toml", "comment", "blank", "total"
"/Users/yanwen/Documents/github/sunnyagent/backend/agents/loader.py", "Python", 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 31, 174
"/Users/yanwen/Documents/github/sunnyagent/backend/agents/research.py", "Python", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 63
"/Users/yanwen/Documents/github/sunnyagent/backend/agents/sql.py", "Python", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 49
"/Users/yanwen/Documents/github/sunnyagent/backend/aime/__init__.py", "Python", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 3, 35
"/Users/yanwen/Documents/github/sunnyagent/backend/aime/actor_factory.py", "Python", 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 29, 223
"/Users/yanwen/Documents/github/sunnyagent/backend/aime/actors/__init__.py", "Python", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 13
"/Users/yanwen/Documents/github/sunnyagent/backend/aime/actors/generic.py", "Python", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 18, 116
"/Users/yanwen/Documents/github/sunnyagent/backend/aime/context_manager.py", "Python", 0, 0, 0, 0, 0, 351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 226, 77, 654
"/Users/yanwen/Documents/github/sunnyagent/backend/aime/intent/__init__.py", "Python", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 17
"/Users/yanwen/Documents/github/sunnyagent/backend/aime/intent/analyzer.py", "Python", 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 13, 108
"/Users/yanwen/Documents/github/sunnyagent/backend/aime/intent/classifiers/__init__.py", "Python", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 18
"/Users/yanwen/Documents/github/sunnyagent/backend/aime/intent/classifiers/base.py", "Python", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 8, 51
"/Users/yanwen/Documents/github/sunnyagent/backend/aime/intent/classifiers/keyword_based.py", "Python", 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 21, 158
"/Users/yanwen/Documents/github/sunnyagent/backend/aime/intent/classifiers/llm_based.py", "Python", 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 26, 171
"/Users/yanwen/Documents/github/sunnyagent/backend/aime/intent/classifiers/rule_based.py", "Python", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 14, 93
"/Users/yanwen/Documents/github/sunnyagent/backend/aime/intent/models.py", "Python", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 12, 74
"/Users/yanwen/Documents/github/sunnyagent/backend/aime/models.py", "Python", 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 33, 223
"/Users/yanwen/Documents/github/sunnyagent/backend/aime/planner.py", "Python", 0, 0, 0, 0, 0, 799, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 457, 135, 1391
"/Users/yanwen/Documents/github/sunnyagent/backend/aime/progress_manager.py", "Python", 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 36, 270
"/Users/yanwen/Documents/github/sunnyagent/backend/auth/__init__.py", "Python", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 35
"/Users/yanwen/Documents/github/sunnyagent/backend/auth/database.py", "Python", 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 27, 145
"/Users/yanwen/Documents/github/sunnyagent/backend/auth/dependencies.py", "Python", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 73
"/Users/yanwen/Documents/github/sunnyagent/backend/auth/models.py", "Python", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 19, 57
"/Users/yanwen/Documents/github/sunnyagent/backend/auth/router.py", "Python", 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 39, 223
"/Users/yanwen/Documents/github/sunnyagent/backend/auth/security.py", "Python", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 49
"/Users/yanwen/Documents/github/sunnyagent/backend/conversations/__init__.py", "Python", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 16
"/Users/yanwen/Documents/github/sunnyagent/backend/conversations/database.py", "Python", 0, 0, 0, 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 24, 234
"/Users/yanwen/Documents/github/sunnyagent/backend/conversations/models.py", "Python", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 35
"/Users/yanwen/Documents/github/sunnyagent/backend/conversations/router.py", "Python", 0, 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 35, 213
"/Users/yanwen/Documents/github/sunnyagent/backend/db.py", "Python", 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 24, 127
"/Users/yanwen/Documents/github/sunnyagent/backend/files/__init__.py", "Python", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 21
"/Users/yanwen/Documents/github/sunnyagent/backend/files/database.py", "Python", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 16, 113
"/Users/yanwen/Documents/github/sunnyagent/backend/files/models.py", "Python", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 50
"/Users/yanwen/Documents/github/sunnyagent/backend/llm/__init__.py", "Python", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 3, 27
"/Users/yanwen/Documents/github/sunnyagent/backend/llm/config.py", "Python", 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 17, 122
"/Users/yanwen/Documents/github/sunnyagent/backend/llm/factory.py", "Python", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 20, 112
"/Users/yanwen/Documents/github/sunnyagent/backend/main.py", "Python", 0, 0, 0, 0, 0, 380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 216, 59, 655
"/Users/yanwen/Documents/github/sunnyagent/backend/models.py", "Python", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 22
"/Users/yanwen/Documents/github/sunnyagent/backend/projects/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/Users/yanwen/Documents/github/sunnyagent/backend/projects/database.py", "Python", 0, 0, 0, 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 43, 308
"/Users/yanwen/Documents/github/sunnyagent/backend/projects/models.py", "Python", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 36, 100
"/Users/yanwen/Documents/github/sunnyagent/backend/projects/router.py", "Python", 0, 0, 0, 0, 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 60, 348
"/Users/yanwen/Documents/github/sunnyagent/backend/prompts.py", "Python", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 47
"/Users/yanwen/Documents/github/sunnyagent/backend/registry.py", "Python", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 18, 97
"/Users/yanwen/Documents/github/sunnyagent/backend/research_prompts.py", "Python", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 73
"/Users/yanwen/Documents/github/sunnyagent/backend/research_tools.py", "Python", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 16, 111
"/Users/yanwen/Documents/github/sunnyagent/backend/services/__init__.py", "Python", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 14
"/Users/yanwen/Documents/github/sunnyagent/backend/services/file_context_service.py", "Python", 0, 0, 0, 0, 0, 248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 48, 370
"/Users/yanwen/Documents/github/sunnyagent/backend/services/file_extractor.py", "Python", 0, 0, 0, 0, 0, 409, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 89, 539
"/Users/yanwen/Documents/github/sunnyagent/backend/skills/__init__.py", "Python", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 7
"/Users/yanwen/Documents/github/sunnyagent/backend/skills/loader.py", "Python", 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 26, 156
"/Users/yanwen/Documents/github/sunnyagent/backend/skills/registry.py", "Python", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 29, 91
"/Users/yanwen/Documents/github/sunnyagent/backend/stream_handler.py", "Python", 0, 0, 0, 0, 0, 305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 72, 480
"/Users/yanwen/Documents/github/sunnyagent/backend/supervisor.py", "Python", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 27, 154
"/Users/yanwen/Documents/github/sunnyagent/backend/tools/__init__.py", "Python", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 16
"/Users/yanwen/Documents/github/sunnyagent/backend/tools/container_pool.py", "Python", 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 42, 275
"/Users/yanwen/Documents/github/sunnyagent/backend/tools/file_tools.py", "Python", 0, 0, 0, 0, 0, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 56, 324
"/Users/yanwen/Documents/github/sunnyagent/backend/tools/sandbox.py", "Python", 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 28, 176
"/Users/yanwen/Documents/github/sunnyagent/design-system/research-chat/MASTER.md", "Markdown", 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 204
"/Users/yanwen/Documents/github/sunnyagent/docker-compose.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"/Users/yanwen/Documents/github/sunnyagent/dockerfiles/sandbox/.dockerignore", "Ignore", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/yanwen/Documents/github/sunnyagent/dockerfiles/sandbox/Dockerfile", "Docker", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 10, 45
"/Users/yanwen/Documents/github/sunnyagent/dockerfiles/sandbox/requirements.txt", "pip requirements", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 20
"/Users/yanwen/Documents/github/sunnyagent/docs/Architecture-AIMEAgent-Core.md", "Markdown", 0, 0, 0, 632, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 681
"/Users/yanwen/Documents/github/sunnyagent/docs/ai-dev-best-practices.md", "Markdown", 0, 0, 0, 584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 767
"/Users/yanwen/Documents/github/sunnyagent/docs/architecture.md", "Markdown", 0, 0, 0, 300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 391
"/Users/yanwen/Documents/github/sunnyagent/docs/current-architecture.md", "Markdown", 0, 0, 0, 461, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 490
"/Users/yanwen/Documents/github/sunnyagent/docs/current-feature-description.md", "Markdown", 0, 0, 0, 621, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 800
"/Users/yanwen/Documents/github/sunnyagent/docs/prototype.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 981, 0, 0, 0, 0, 0, 0, 13, 127, 1121
"/Users/yanwen/Documents/github/sunnyagent/docs/roadmap.md", "Markdown", 0, 0, 0, 930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 208, 1138
"/Users/yanwen/Documents/github/sunnyagent/frontend/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/yanwen/Documents/github/sunnyagent/frontend/package-lock.json", "JSON", 0, 3355, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3356
"/Users/yanwen/Documents/github/sunnyagent/frontend/package.json", "JSON", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"/Users/yanwen/Documents/github/sunnyagent/frontend/playwright.config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 16, 18, 103
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/App.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1253, 0, 0, 0, 0, 39, 219, 1511
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/App.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 0, 0, 0, 15, 25, 233
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/api/auth.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 3, 12, 60
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/api/client.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 15, 19, 146
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/api/conversations.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 18, 13, 135
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/api/projects.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 228, 0, 0, 0, 0, 0, 48, 27, 303
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/api/users.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 15, 11, 126
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Admin/Admin.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 382, 0, 0, 0, 0, 17, 66, 465
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Admin/UserForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 3, 13, 135
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Admin/UserManagement.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 233, 0, 0, 0, 3, 15, 251
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Admin/index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Auth/LoginPage.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 1, 20, 145
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Auth/LoginPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 6, 10, 117
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/ChatContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 1, 9, 79
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Conversations/ConversationItem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 237, 0, 0, 0, 5, 23, 265
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Conversations/ConversationList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 4, 7, 85
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Conversations/ConversationPopover.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 6, 14, 113
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Conversations/Conversations.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 260, 0, 0, 0, 0, 13, 46, 319
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Conversations/index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/FileCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 6, 43
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/FilePreviewPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 2, 14, 115
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/InputBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 420, 0, 0, 0, 28, 44, 492
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Layout/Layout.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 296, 0, 0, 0, 0, 12, 53, 361
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Layout/MainLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 4, 4, 62
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Layout/Sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 15, 17, 186
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Layout/SidebarHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 6, 4, 53
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/MessageBubble.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 9, 11, 96
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/MessageList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 3, 7, 74
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Projects/NewProjectModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 3, 12, 100
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Projects/ProjectItem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 209, 0, 0, 0, 4, 25, 238
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Projects/ProjectList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 6, 13, 179
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Projects/ProjectSelectMenu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 3, 9, 90
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Projects/ProjectWorkspace.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 5, 9, 95
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Projects/Projects.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 680, 0, 0, 0, 0, 30, 116, 826
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Projects/SourcesPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 235, 0, 0, 0, 13, 22, 270
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/Projects/index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 3, 2, 11
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/TaskList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 13, 15, 154
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/ThinkingBubble.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 6, 8, 96
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/components/ToolCallCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 8, 75
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/hooks/useAuth.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 7, 18, 103
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/hooks/useChat.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 379, 0, 0, 0, 0, 0, 29, 31, 439
"/Users/yanwen/Documents/github/sunnyagent/frontend/src/hooks/useConversations.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 7, 14, 131
